osm_id,name,type
122670667,,
122670668,,
122670669,,
122670670,,
122670671,,
122670672,,
122671871,51,
122671872,VICOM Kaki Bukit Inspection Ctr,
122671875,57,
122671877,,
122671879,,
122671880,47,
122671883,53,
122671884,61,
122671885,55,
122672968,67,
122672969,73,
122672970,14,
122672971,65,
122672972,63,
122672973,71,
122672974,,
122672975,,
122672976,16,
122672977,69,
122672978,,
122673595,,
122673596,,
122673597,,
122673598,8,
122673599,22,
122673600,9,
122673601,14,
122673602,,
122673603,,
122673604,,
122673605,24,
122673606,4,
122673607,,
122673608,2,
122673609,20,
122673611,,
122673612,26,
122673613,1,
122673616,10,
122673617,6,
122673618,,
122673620,,
122673622,12,
122673624,3,
122673625,7,
122673629,16,
122673630,6,
122673631,12,
122673634,5,
122676037,,
122676038,,
122676041,11,
122676042,17,
122676043,,
122676045,15,
122727884,,
122727887,,
122728028,Toa Payoh Public Library,library
123034969,,
123034971,,
123034973,,
123034990,,
123035297,,
123059849,,
123059850,,
123059851,,
123059852,,
123059853,,
123059854,,
123059855,,
123059856,,
123059857,,
123059858,,
123059859,,
123059860,,
123059861,DEFU IND EST,
123059862,,
123060312,LHK 3,
123060314,Hudson Ind Bldg,
123060316,Hudson Technocentre,
123060320,Morningstar Ctr,
123060321,Pei Fu Ind Bldg,
123060324,Hoe Huat Ind Bldg,
123060325,,
123060453,Kimly Bldg,
123060454,Henley Ind Bldg,
123060455,Nanyang Tech Ctr,
123060456,27,
123060457,21,
123060458,KHL Building,
123060459,Solstice Business Ctr,
123062359,DP Computers Bldg,
123062360,,
123062361,Olivine Bldg,
123062363,,
123062364,,
123062430,TSH Ctre,
123062431,Irving Ind Bldg,
123062432,Khong Guan Biscuit Fty,
123062433,Paya Lebar Used Car Ctr,
123062631,Bay Bldg,
123062632,Mactaggart Bldg,
123062633,Tee Yih Jia Food Bldg,
123062634,Khong Guan Ind Bldg,
123062850,Pak Chong Bldg,
123062851,LHK 2,
123062852,Trivex,
123062853,Centro Bianco,
123062976,JunJie Ind Bldg,
123062977,Joo Seng Warehouse,
123062978,PM Ind Bldg,
123062979,Quartz Ind Bldg,
123062980,Johnson Controls Bldg,
123062981,,
123062982,Goldlion Bldg,
123062983,KA Pl,
123063574,18,
123063575,4,
123063576,1,
123063577,14,
123063578,Leeco Bldg,
123063579,461,
123063580,,
123063581,463,
123063582,Daxin Ind Bldg,
123063583,,
123063584,Zion Christian Ctr,
123063585,7,
123063586,29,
123063587,16,
123063588,455,
123063589,Tan Heng Lee Bldg,
123063590,457,
123063591,,
123063978,Kimann @17,
123063979,11,
123063983,Asia Media Ctr,
123063984,Lee Kay Huan Bldg,
123063985,,
123063989,Standard Ind Bldg,
123063992,,
123063993,19,
123063995,MAE Ind Bldg,
123063997,,
123063998,Phoon Huat Ind Bldg,
123064179,11,
123064180,565,
123064181,4,
123064182,5,
123064183,7,
123064184,17,
123064185,Malaysia Dairy Bldg,
123064186,Ong Brothers Bldg,
123064187,15,
123064223,4,
123064224,39,
123064225,31,
123064226,Malaysia Dairy Industries,
123065596,Yun Chee Bldg 2,
123065597,Yun Chee Bldg,
123065598,,
123065599,,
123065600,21,
123065601,23,
123065602,FGA @ Playfair,
123065603,UA Billiard Bldg,
123065801,,
123065881,9,
123065882,15,
123065884,11,
123065885,,
123066159,27,
123066160,138,
123066161,15,
123284721,Food Empire Business Suites,
123284722,81,
123284723,17,
123284724,Etrek,
123284725,Lian Beng Bldg,
123284726,Teo Ind Bldg,
123284727,Ching Shine Ind Bldg,
123284728,Tong Yuan Bldg,
123284731,Kin Bldg,
123284739,3,
123284740,9,
123284741,2,
123284742,Cemtex Ind Bldg,
123284916,FC 155A,
123284917,,
123284918,,
123284919,,
123284920,,
123284921,,
123284922,,
123284923,,
123284924,,
123284925,,
123284926,155,
123284927,161,
123285215,117,
123285216,127,
123285217,113,
123285218,111,
123285219,115,
123285220,121,
123285221,,
123285222,129,
123285223,129,
123285224,119,
123285225,109,
123285226,123,
123285227,125,
123286356,103,
123286357,97,
123286358,95,
123286359,105,
123286360,99,
123286361,101,
123286362,93,
123286363,107,
123286395,5,
123286396,3,
123286397,9,
123286398,11,
123286399,1,
123286400,7,
123286401,15,
123286402,17,
123286481,4,
123286482,8,
123286483,2,
123286484,6,
123286531,14,
123286532,12,
123286533,16,
123286534,10,
123286698,,
123286699,17,
123286700,9,
123286701,5,
123286702,8,
123286703,16,
123286704,10,
123286705,4,
123286706,14,
123286707,15,
123286708,6,
123286709,3,
123286710,2,
123286711,1,
123286712,11,
123286713,7,
123286714,12,
123287081,121,
123287083,613,
123287084,,
123287086,631,
123287087,83,
123287089,12,
123287090,623,
123287092,,
123287094,85,
123287095,629,
123287097,81,
123287099,119,
123287101,633,
123287102,70,
123287104,627,
123287105,66,
123287107,,
123287108,627A,
123287110,625,
123287112,,
123287113,,
123287115,621,
123287117,123,
123287118,,
123287120,,
123288165,51,
123288166,37,
123288167,53,
123288168,27,
123288169,39,
123288170,35,
123288171,41,
123288172,47,
123288173,23,
123288174,21,
123288175,45,
123288176,25,
123288177,49,
123288178,29,
123288179,43,
123288249,23,
123288250,29,
123288251,21,
123288252,25,
123288253,27,
123288672,58,
123288673,46,
123288674,42,
123288675,52,
123288676,60,
123288677,54,
123288678,44,
123288679,62,
123288680,50,
123288681,56,
123288682,48,
123290099,66,
123290101,2,
123290102,71,
123290105,68,
123290106,Wee Tiong Building,
123290308,,
123290310,47,
123290311,60,
123290313,51,
123290314,50,
123290315,49,
123290316,,
123290317,37,
123290318,8,
123290319,30,
123290320,33,
123290321,60D,
123290322,,
123290323,54,
123290324,32,
123291314,5,
123291315,1,
123291317,35,
123291318,41,
123291321,45,
123291322,37,
123292678,3,
123292679,246,
123292680,25,
123292681,2,
123292682,2,
123292683,,
123292684,31,
123292685,19,
123292686,,
123292687,12,
123292688,240,
123293718,19,
123293719,16,
123293720,10,
123293723,12,
123293724,18,
123293726,190,
123293727,23,
123293728,15,
123293730,25,
123293731,11,
123294847,57,
123294849,1,
123294850,6,
123294851,1,
123294852,41,
123294855,55,
123294856,43,
123294857,39,
123294859,45,
123294861,150,
123294863,156,
123294864,53,
123295161,,
123295162,22,
123295163,8,
123295571,Platinum 28,
123295572,54,
123295573,52,
123295574,19,
123295575,5,
123295576,50,
123295577,38,
123295578,3,
123295616,8,
123295617,12,
123295618,10,
123296527,132,
123296529,136,
123296531,126,
123296533,134,
123296534,84,
123296536,130,
123296538,138,
123296540,120,
123296541,128,
123296543,124,
123296546,122,
123299933,164A,
123299934,,
123300035,87,
123300036,88,
123300037,86,
123300038,91,
123300039,82,
123300040,92,
123300041,90,
123300042,80,
123300043,76,
123300044,74,
123300045,75,
123300046,79,
123300047,78,
123300048,81,
123300049,85,
123300050,89,
123300051,83,
123300052,77,
123300053,84,
123300369,1777,
123300371,,
123300373,,
123300374,1801,
123315654,7,
123315655,26,
123315656,30,
123315657,28,
123315658,5,
123315659,26A,
123315660,,
123315661,16,
123315662,301,
123315663,202,
123315664,,
123317338,,
123317339,36,
123317340,42,
123317342,38,
123317343,34,
123317344,,
123317345,32,
123317346,40,
123322888,,
123322938,47,
123322939,51,
123322940,43,
123322941,44,
123322942,45,
123322943,49,
123323206,39,
123323208,33,
123323209,41,
123323210,37,
123323211,35,
123323289,50,
123323290,26,
123323291,17,
123323292,53,
123327960,,
123327961,1,
123327963,3,
123327965,,
123327967,,
123327969,,
123329127,3,
123329128,20,
123329129,116,
123329130,20,
123329131,2,
123329132,4,
123329133,188,
123329134,2,
123329135,112,
123329136,114,
123329137,,
123329138,1,
123592349,,
123592350,,
123592353,,
123592354,,
123592355,,
123592357,,
123592358,,
123988232,Solaris,
124012877,,
124012878,,
124012879,,
124012880,,
124012881,,
124012883,,
124012884,,
124012885,,
124230875,Tembusu Multi-Purpose Hall,
124230878,Tembusu College,
124236990,Dining Hall,
124411297,Tembusu West Learn Lobe,
124411299,UTown Residence North Tower,
124416268,UTown Residence South Tower,
124477287,,
124477288,1,
124477289,139,
124477290,6,
124477291,12,
124477292,14,
124477647,Trent Overhaul Facility,
124477648,SIA Engine Test Ctr,
124477649,,
124477650,,
124477657,,
124477658,Engine Overhaul Cplx,
124477659,,
124478847,8,
124478848,,
124478849,,
124478850,12,
124478851,48A,
124478852,,
124478853,,
124478854,,
124478855,,
124478856,1,
124478857,,
124478858,,
124478859,,
124478860,,
124478861,48,
124478862,10,
124479043,5,
124479044,,
124479045,54,
124479046,,
124479047,68,
124479048,,
124479049,SIA Supplies Ctr,
124479050,3,
124479051,32,
124479052,,
124479053,36,
124479054,,
124479055,,
124479056,81,
124479057,,
124479058,64,
124479059,,
124479060,,
124479061,62,
124479062,28,
124479063,70,
124479064,50,
124479065,72,
124479066,1,
124479067,66,
124479068,52,
124479069,85,
124479070,,
124479071,7,
124479217,31,
124479218,,
124479219,,
124479220,,
124479221,,
124479222,,
124479223,,
124479224,,
124479225,,
124479226,,
124479227,,
124479228,,
124479229,,
124479230,,
124479231,,
124479232,,
124479233,,
124479234,,
124479235,35,
124479236,33,
124480239,7,
124480240,8,
124480241,20,
124480242,,
124480243,1,
124480244,,
124480245,79,
124480246,24,
124480247,11,
124480248,3,
124480249,5,
124480250,,
124480251,,
124480252,,
124480253,,
124480254,18,
124480255,12,
124480256,16,
124480257,9,
124480258,10,
124480259,,
124480261,4,
124480262,8,
124481221,77,
124481222,63,
124481223,55,
124481224,53,
124481225,51,
124481226,49,
124481227,,
124481228,67,
124481229,69,
124481230,43,
124481231,45,
124481232,61,
124481233,41,
124481234,75,
124481235,39,
124481236,65,
124481237,47,
124481238,57,
124481239,71,
124481240,59,
124481241,,
124481967,,
124481968,,
124481969,4,
124481970,33,
124481971,,
124481972,27,
124481973,35,
124481974,8,
124481975,,
124481976,10,
124481977,,
124481978,31,
124481979,,
124481980,2,
124481981,12,
124481982,4,
124481983,,
124481984,6,
124481985,2A,
124481986,23,
124481987,37,
124481988,,
124481989,,
124481990,,
124481991,14,
124481992,4,
124481993,,
124481994,2,
124482102,12,
124482103,,
124482104,,
124482105,,
124482106,,
124482107,5,
124482108,14,
124482109,18,
124482110,,
124482111,10,
124482112,,
124482113,,
124482114,,
124482432,,
124482433,,
124482434,12,
124482435,,
124482436,8,
124482437,6,
124482438,5,
124482439,6,
124482440,10,
124482441,,
124482442,7,
124482443,1,
124482444,11,
124482445,,
124482446,8,
124482447,3,
124482448,7,
124482449,5,
124482450,,
124482728,,
124482729,20,
124482730,18,
124482731,,
124482732,16,
124482733,14,
124482926,2,
124482927,8,
124482928,12,
124482929,10,
124482930,,
124482931,4,
124482932,,
124482933,,
124482934,,
124482935,,
124482936,6,
124483539,29,
124483540,,
124483541,20,
124483542,32,
124483543,,
124483544,47,
124483545,37,
124483546,41,
124483547,18,
124483548,33,
124483549,28,
124483550,,
124483551,39,
124483552,30,
124483553,35,
124483554,43,
124483555,45,
124483556,31,
124483785,40,
124483787,23,
124483788,21,
124483791,42,
124483794,36,
124483796,38,
124483798,,
124483800,,
124483801,25,
124484214,,
124484215,3,
124484216,7,
124484217,,
124484218,,
124484219,5,
124484221,9,
124484222,13,
124484223,69,
124484224,,
124484225,59,
124484226,51,
124484227,57,
124484228,17,
124484229,55,
124484230,11,
124484231,,
124484232,19,
124484391,,
124484392,2,
124484393,4,
124484394,,
124484395,,
124484396,,
124484397,,
124484398,3,
124484399,,
124484400,2,
124484401,,
124484889,,
124484890,,
124486592,25,
124486593,29,
124486594,6,
124486595,4,
124486596,10,
124486598,8,
124486599,,
124486600,1,
124486601,1,
124486602,23,
124486604,2A,
124486605,6,
124486606,3,
124486608,8,
124486609,26,
124486610,4,
124486611,20,
124486613,2,
124486614,21,
124486615,27,
124486616,,
124486617,2,
124487525,11,
124487527,11,
124487531,8,
124487532,3,
124487535,,
124487536,9,
124487539,1,
124497230,30,
124497235,SATS Maintenance Ctr,
124497239,45,
124497241,55,
124497243,,
124497245,47,
124497247,34,
124497251,,
124497252,49,
124497253,38,
124497258,,
124497259,63,
124497262,51,
124497264,36,
124504192,,
124504194,,
124504195,,
124504199,,
124504200,,
124504203,,
124504206,,
124504207,,
124504210,,
124504211,,
124504213,,
124504214,,
124504217,,
124504218,,
124504221,,
124504222,,
124504223,,
124504225,,
124504226,,
124504228,,
124504230,,
124504232,,
124504234,,
124504236,,
124504237,,
124504239,,
124504241,,
124504243,,
124504245,,
124504246,,
124504248,,
124505366,,
124505367,,
124505368,,
124505370,,
124507208,,
124507211,,
124507213,,
124507214,,
124507216,,
124507218,,
124507220,,
124507222,,
124507223,,
124507225,,
124507228,,
124518465,,
124518466,,
124518468,,
124518469,,
124518471,,
124518472,,
124518475,,
124518476,,
124518478,,
124518480,UPS House,
124518481,,
124518482,,
124521208,720,
124521209,,
124521210,IBM,
124521211,,
124521212,,
124521213,722,
124521214,,
124523470,2,
124523471,,
124523473,6,
124523474,21,
124523475,4,
124523476,3015,
124523477,,
124523478,51,
124523479,1,
124523480,7,
124523481,3017,
124523482,8,
124524405,11,
124524406,1,
124524409,10,
124524411,7,
124524414,9,
124524415,3,
124524416,12,
124529176,9003,
124529177,18,
124529178,16,
124529179,,
124529180,9012,
124529181,22,
124529182,9,
124529184,9005,
124529185,9006,
124529186,9002,
124529187,9007,
124529188,9004,
124529189,20,
124529190,9008,
124529571,37A,
124529573,,
124529574,Tampines9,
124529576,Tampines Biz Hub,
124529577,,
124529578,43,
124529579,,parking_space
124529581,41,
124529582,35,
124529583,29,
124529584,39,
124529585,,
124529586,Standard Form Bldg,
124531082,,
124531083,,
124531084,63,
124531085,61,
124531086,,
124531087,,
124531088,1,
124531089,,
124531090,,
124531091,,
124531092,,
124531093,,
124531094,,
124531095,,
124531096,,
124531097,,
124531098,,
124531099,,
124531100,,
124531101,,
124531102,4,
124531103,,
124531104,,
124531105,,
124534029,,
124534030,,
124534031,,
124534032,,
124534034,,
124534035,,
124534036,,
124534037,,
124534038,,
124534039,,
124534040,,
124534041,,
124534042,,
124534043,,
124534044,,
124534045,,
124534048,,
124534049,,
124534051,,
124534052,,
124534053,,
124534054,,
124534055,,
124534058,,
124534059,,
124534060,,
124534064,,
124534065,16,
124534068,10,
124534070,,
124534071,,
124534075,,
124534076,,
124534079,,
124534080,,
124534081,,
124534082,,
124534300,71,
124535248,,
124535250,,
124535251,,
124535252,,
124535254,,
124535255,,
124535257,,
124535259,,
124535261,70,
124535263,,
124535266,11,
124535267,,
124535269,2,
124535270,,
124535273,,
124535274,,
124535276,,
124536603,,
124536604,,
124536605,70,
124536606,,
124536609,,
124536610,,
124536613,,
124536614,,
124536615,,
124536616,,
124536617,,
124536618,,
124536619,,
124536620,,
124536622,,
124536623,,
124536624,,
124536627,,
124536628,,
124536630,,
124536632,,
124536633,1,
124536635,,
124536637,,
124536639,,
124536641,,
124537192,,
124537193,,
124537194,,
124537195,,
124537196,,
124537197,6,
124537198,,
124537199,,
124537200,,
124537201,,
124537202,,
124537203,30,
124540354,,
124540355,,
124540357,,
124540358,,
124540359,,
124540360,,
124540361,28,
124540362,,
124540363,,
124540364,,
124540367,,
124542228,Cinnamon College,
124543527,College of Alice & Peter Tan,
124543528,Alice & Peter Tan Multi-Purpose Hall,
124543529,Dining Hall,
124543531,University Scholars Programme (USP) Office,
124543532,Chua Thian Poh Hall,
124543998,Residential College 4,
124543999,Residential College 4,
124549211,Cinnamon South Learn Lobe,
124549217,Education Resource Centre,
124550688,Ngee Ann Kongsi Auditorium,
124776674,Circuit Road Hawker Centre,food_court
124776677,Circuit Road Hawker Center,food_court
124777003,,
124836367,E,
124957868,3,apartments
124957869,1,apartments
124957872,,
124957873,,
124957875,,
124957877,,
124957879,Market and Food Court,
124957882,,
124957884,21,
124957885,,
124957886,13,
124960615,Singapore Association for the Deaf,
124960617,Mountbatten Vocational School,
124960619,Singapore Judo Association,
124960620,,
124962617,,
124962621,,
124962622,,
124962628,,
124976382,,
124976383,,
124976384,,
124976385,,
124976386,,
125270131,,
125270132,,
125270133,531,
125270134,521,
125270135,,
125270136,523,
125270137,,
125270138,527,
125270139,525,
125270140,501,
125270849,,
125270850,,
125270851,,
125270852,,
125270853,,
125270854,547,
125270855,513,
125270856,,
125270857,,
125270858,,
125270859,,
125270860,,
125270861,,
125270862,190,
125270863,,
125270864,,
125270865,,
125270866,,
125270867,,
125271192,47,
125271193,43,
125271194,,
125271195,41,
125271196,,
125271197,1024,
125271198,1023,
125271199,51,
125271200,45,
125271201,,
125271302,55A,
125271303,53,
125271304,59,
125271305,55,
125271306,61,
125271307,,
125271308,57,
125271590,50,
125271591,,
125271592,1017,
125271593,1019,
125271594,,
125271595,,
125271596,1018,
125271597,198,
125271598,1016,
125271599,200,
125275073,Agilent Technologies,
125275075,5,
125278547,,
125278548,,
125278549,,
125278550,,
125278551,,
125278552,,
125278553,,
125278554,,
125278555,,
125278556,,
125278557,,
125278558,,
125278559,,
125278560,,
125278562,,
125279936,,
125279937,,
125279939,,
125279940,,
125279941,,
125279942,,
125280882,,
125280886,,
125280887,,
125280889,,
125280891,,
125280893,,
125280896,,
125280897,,
125280900,,
125280901,,
125280906,,
125280908,,
125303510,883,
125303511,866A MSCP,parking
125336093,837,
125336094,836,
125336095,843,
125336096,848,
125336097,850,
125336098,829,
125336099,833,
125336100,830,
125336101,845,
125336102,840,
125336103,839,
125336105,838,
125336106,849,
125336107,817,
125336109,834,
125336110,842,
125336111,819,
125336112,839A,parking
125336113,841,
125336115,835,
125336117,832,
125336118,821,
125336571,823A,parking
125336572,816,residential
125336573,875,
125336574,820,
125336575,874,
125336576,818,
125337150,825,
125337152,827,
125337153,824,
125337154,824A,parking
125337155,828,
125337156,826,
125338005,854,
125338006,853,
125338007,851,
125338009,859A,parking
125338011,860,
125338012,856,
125338014,852,
125338016,855,
125344380,,
125344385,Spectator Stand,
125479739,872,
125479740,874A,parking
125479741,881A,parking
125479742,873,
125481164,882,
125481165,878,
125481166,879,
125481499,880,
125481993,Shell,fuel
125481994,876,
125481995,877,
125482813,804,
125482814,810,
125482815,808,
125482816,807,
125482817,801,
125482818,803,
125482819,802,
125482820,805,
125489110,,
125490421,888,
125490422,806,
125490424,Woodlands Community Club,community_centre
125490425,,
125627602,,
125627603,,
125627604,,
125627605,,
125627606,,
125627607,,
125627608,,
125627609,,
125627610,,
125627612,,
125627613,,
125627614,,
125627615,,
125627616,,
125627617,70,residential
125627618,66,
125627619,73,
125627620,Bishan Toa Payoh Town Council,
125627621,,
125627622,69,
125627623,,
125627624,,parking
125627625,,
125627626,,
125627627,,
125627628,71,
125627629,72,residential
125627721,Yellow Pages Bldg,
125627722,,
125631008,,
125631012,,
125631014,127,
125631016,,
125635132,,
125635138,,
125635139,,
125635141,,
125635142,,
125699758,IIT,
125699759,ASC,
125704637,26,public_building
125704778,8A,
125704779,4,
125704780,8,
125708570,41,apartments
125708571,13,
125708572,,apartments
125708574,25,
125708575,21,
125708576,17,
125724449,9A,
125724450,31,
125724455,Child Care Centre,apartments
125766623,33,
125766624,32,
125766625,34,
125766627,23,
125766628,31,
125766630,30,
125774787,Stephen Riady Centre,
125836748,,
125836749,,
125836750,,
125836751,,
125836752,,
125836753,,
125836754,,
125836755,,
125836756,,
125836757,,
125836758,,
125836759,,
125836760,,
125836761,,
125836763,,
125836764,,
125836765,,
125836766,,
125836767,,
125836768,,
125836770,,
125836771,,
125836772,,
125836773,,
125836774,,
125836775,,
125836776,,
125836777,,
125836778,,
125836779,,
125836780,,
125836781,,
125836782,,
125836783,,
125836784,,
125836786,,
125836788,,
125836966,Chinatown Point,
125836967,Hong Lim Market and Food Centre,
125842215,CREATE Tower,school
125843597,CREATE,
126012528,,
126012530,,
126012534,,
126012535,,
126012537,,
126012545,,
126012549,,
126012557,,
126012558,,
126012559,,
126012562,,
126012563,,
126012564,,
126012565,,
126012569,,
126012571,,
126012575,,
126012577,,
126012578,,
126012585,,
126012589,,
126012591,,
126012592,,
126012594,,
126012595,,
126012597,,
126012600,,
126012601,,
126012604,,
126015021,,
126015024,,
126015030,,
126015034,,
126015038,,
126015040,,
126015045,,
126015048,,
126015053,,
126015056,,
126015062,,
126309607,272,
126309608,271,
126309609,270,
126309610,273,
126309611,274,
126309612,275,
126309613,276,
126309614,277,
126309615,,
126324246,28,
126514909,,
126514910,,
126514911,,
126514915,,
126514917,,
126514922,,
126514923,,
126514927,,
126514931,,
126514941,,
126514944,,
126514948,,
126514950,,
126514952,,
126520575,,
126520579,,
126520581,,
126520582,Pickering Operation Complex,
126520585,,
126520586,,
126520589,Wong Shee Fun Building,commercial
126520591,,
126520593,,
127348511,,
127348512,,
127348513,,
127348514,,
127348515,,
127348516,,
127348517,,
127348518,,
127348519,,
127348521,,
127348522,San Centre,
127348523,The Substation,public
127348524,,
127348525,,
127348526,Peranakan Museum,museum
127545784,Institute Of Mental Health,hospital
127548081,Greenwich V,retail
127844369,,
127844576,,
128015233,631,parking
128015235,632,
128015236,634,
128015237,633,
128019938,636,
128019945,637,
128019964,638,
128523867,,
128523868,,
128523869,,
128523870,Foodcourt,restaurant
128523871,,
128523872,,
128523873,,
128523874,,
128523875,,
128523878,,
128523879,,
128523880,,
128523881,Foodcourt,restaurant
128523882,,
128523883,,
128523885,,
128523886,Foodcourt,restaurant
128601495,52,
128601532,54,
128773406,Punggol North CC,public_building
129495420,,
129896163,,
129896164,,
129896165,,
130360153,Viz Branz Hse,
130360158,,
130360161,,
130360164,,
130360165,,
130360169,NNB Ind Bldg,
130361684,,
130361685,,
130361686,,
130361687,,
130361688,,
130361689,,
130361690,,
130361691,,
130361692,,
130361693,,
130361694,,
130361695,,
130361696,,
130361697,,
130361698,,
130361699,,
130361700,,
130361701,,
130361702,,
130361703,,
130361704,,
130361705,,
130361707,,
130361708,,
130361709,,
130361710,,
130361711,,
130361712,Lingjack Ind Bldg,
130361713,,
130361714,,
130361715,,
130361716,,
130361717,,
130361718,Zagro Global Hub,
130361719,,
130361720,,
130361721,Sunrider Bldg,
130508809,Hornbill Restaurant,restaurant
130926869,Reception,
130926870,,
130926990,,
130926991,,
130926993,,
130926994,,
131158728,Nylect Ind Bldg,
131158733,,
131158735,,
131158736,,
131158737,,
131158738,,
131158740,,
131158742,,
131158743,,
131158750,,
131158757,,
131158760,,
131158769,,
131158770,,
131384676,,
131384680,Firestation Tower,
131384681,Old Fire Station,
131385222,Sqash & Badminton,
131637536,,public_building
131637537,,public_building
131637541,,public_building
131638311,,
131638609,,
131638652,,
131638653,,
131638654,,
131638655,,
131638656,,
131638657,,
132001459,,
132001469,,
132001470,,
133296347,,
133296348,,
133296349,,
133296350,,
134372026,Mirage Tower,
135119999,991D,
135120000,991E,
135120002,991,
135120003,991B,
135120004,,
135120005,,
135120006,991D,
135120007,,
135120009,,
135120010,,
135120012,991G,
135511490,,
135511491,,
135511492,,
135511493,,
135511494,,
135511495,,
135511496,,
135511497,,
135511498,,
135511499,,
135511500,,
135511501,,
135511502,,
135511503,,
135511504,,
135511505,,
135511506,,
135511507,,
135511508,,
135511509,,
135511510,,
135511511,,
135511512,,
135511513,,
135511514,,
135511515,,
135511516,,
135511517,,
135511518,,
135511519,,
135511520,,
135511521,,
135511522,,
135511523,,
135511524,,
135511525,,
135511526,,
135511527,,
135511528,,
135511529,,
135511530,,
135511531,,
135511532,,
135511533,,
135511534,,
135511535,,
135511536,,
135511537,,
135511538,,
135511539,,
135511540,,
135511541,,
135511542,,
135511543,,
135511544,,
135511545,,
135511546,,
135511547,,
135511548,,
135511549,,
135511550,,
135511551,,
135511552,,
135511553,,
135511554,,
135511555,,
135511556,,
135511557,,
135511558,,
135511559,,
135511560,,
135511561,,
135511562,,
135511563,,
135511564,,
135511565,,
135511566,,
135511567,,
135511568,,
135511569,,
135511570,,
135511571,,
135511572,,
135511573,,
135511574,,
135511575,,
135511576,,
135511577,,
135511578,,
135511579,,
135511580,,
135511581,,
135511582,,
135511583,,
135511584,,
135511585,,
135511586,,
135511626,,
135511627,,
135511628,,
135511629,,
135511630,,
135511631,,
135511632,,
135511633,,
135511634,,
135511635,,
135511636,,
135511637,,
135511638,,
135511639,,
135511640,,
135511641,,
135511642,,
135511643,,
135511644,,
135511646,,
135511647,,
135511648,,
135511649,,
135511650,,
135511651,,
135511652,,
135511653,,
135511654,,
135511655,,
135511656,,
135511657,,
135511658,,
135511659,,
135511660,,
135512270,,
136128096,Blk 1,
136128097,Blk 1A,parking
136128098,Blk 2,
136128099,Blk 3,
136128100,Blk 4,
136128102,Blk 5,
136466915,Bee Low See Buddhist Temple,place_of_worship
136466916,Blk 13,
136466917,Blk 14,
136466918,Blk 15,
136466919,Blk 16,
136466920,Blk 17,
136466921,Blk 18,
136466922,Blk 19,
136466923,,
136666601,Blk 10,
136666602,Blk 11,
136666603,Blk 12,
136666604,Blk 6,
136666605,Blk 7,
136666606,Blk 8,
136666607,Blk 9,
136666608,Bukit Timah Community Club,community_centre
136666636,,
136666637,,
136798685,,
136806261,,
136806262,,
136806263,,
136806264,,
136806265,,
136806266,,
136806267,,
136806268,,
136806269,,
136806270,,
136814160,BBC Far Eastern Relay Station,
136853818,SMU School of Business,
136853913,SMU School of Accountancy,
136854009,SMU Admin Building,
137561297,531,apartments
137561300,,apartments
139655131,Hougang Block 145,public_building
139670204,Upper Serangoon Shopping Centre,
139678627,329,residential
139683450,138,public_building
139957953,T-Lab/E5A,
139959760,Data Storage Institute (DSI),
139959807,EW2,
139960333,E4A,
139960627,LT 6,
139970613,E4,
139971771,E3,
139972031,LT 7,
139974054,E3A,
139974326,LT 1,
139974364,LT 2,
139974570,E2,
139974600,,
139974601,,
139974638,,
139974766,,
139976099,Techno Edge Canteen,
139976284,E1,
139976357,E1A,
139977923,,
139978177,,
139978478,,
139978993,EA,
139979042,,
139979070,,
139979095,,
139979121,,
139979122,,
139979131,,
139979137,LT 5,
139979278,,
139979294,,
140074798,,
140075155,,
140075400,,
140078560,SDE2,
140078777,SDE1,
140079084,SDE3,
140079311,,
140079527,,
140084916,CELC,
140086975,McDonald's,
140087160,Mochtar Riady Building,
140087193,The Deck Canteen,restaurant
140087374,Chinese Library,
140087398,Central Library Annexe,
140087580,University Hall (Lee Kong Chian Wing),
140087584,University Hall (Tan Chin Tuan Wing),
140087728,S14,
140087758,LT 23,
140087797,LT 7A,
140087805,Engineering Auditorium,
140087835,LT 3,
140087837,LT 4,
140088071,,
140718518,,platform
140743379,,
140743428,Old Police Academy Cookhouse,
140743435,Police Headquaters,police
140743444,Internal Security Department,police
140743447,Old Police Academy Cafeteria,
140743454,Ministry of Home Affairs,
141173091,StarHub Green Building 67,
141372703,Tuas Station,construction
141385325,Tuas Crescent Station,construction
141385466,Tuas West Station,construction
141387285,Tuas Link Station,construction
141463086,Redhill Station,train_station
141905202,S12,
141905252,S11,
141905403,S13,
141905434,S7,
141905474,S8,
141905556,Lee Wee Kheng Building (S1A),
141905571,LT 32,
141905781,S1,
141905796,S2,
141905799,S3,
141905825,LT 20,
141905829,S4,
141905922,S4A,
141905956,S5,
141906024,LT 21,
141906099,LT 22,
141906100,,
141906101,S9A,
141906130,S9,
141906238,S10,
141906506,S16,
141906507,S15,
141906611,LT 31,
141907010,LT 29,
141907104,LT 28,
141907258,Lim Seng Tjoe Lecture Theatre (LT 27),
141907703,,
141908093,MD9,
141908489,MD10,
141910213,MD8,
141910214,LT 26,
141910272,DSO @ Kent Ridge,
141910273,MD7,
141910336,MD11,
141910355,LT 25,
141910415,,
141910416,LT 24,
141910523,MD4,
141910524,,
141910559,MD4A,
141910561,MD5,
141912739,MD1,
141912946,MD3,
141912951,MD2,
141912974,MD6,
141913009,S6,
141913023,Centre For Life Sciences,
141913116,Faculty of Dentistry,
142074910,LT 34,
142074912,S17,
142074913,LT 33,
142075681,,
142076923,LT 11,
142077129,AS2,
